model_suffix,CURE SPEED Collect Result_Dam,DISCHARGED SPEED OF RESIN Collect Result_Dam,Head Clean Position Z Collect Result_Dam,Head Purge Position Z Collect Result_Dam,Head Zero Position Y Collect Result_Dam,Stage1_Circle_Distance_Speed_Dam,Stage2_Circle_Distance_Speed_Dam,Stage3_Circle_Distance_Speed_Dam,WorkMode Collect Result,Chamber Temp. Collect Result_AutoClave,DISCHARGED SPEED OF RESIN Collect Result_Fill1,Head Purge Position Z Collect Result_Fill1,CURE SPEED Collect Result_Fill2,Head Purge Position Z Collect Result_Fill2,target,Receip_No,cleaned_workorder,Equipment_same_num,PalletID_Collect_Result,Production_Qty_Collect_Result,CURE_DISTANCE_Dam,cure_end_position_XZ_Fill2,cure_start_position_XZ_Fill2,cure_standby_position_XZ_Fill2,HEAD NORMAL DISTANCE_STAGE1_STAGE3_Dam,HEAD NORMAL DISTANCE_TRIANGLE_area_Dam,HEAD NORMAL DISTANCE_TRIANGLE_height_Dam,HEAD NORMAL DISTANCE_STAGE1_STAGE3_Fill1,HEAD NORMAL DISTANCE_TRIANGLE_area_Fill1,HEAD NORMAL DISTANCE_TRIANGLE_height_Fill1,HEAD NORMAL DISTANCE_STAGE1_STAGE2_Fill2,HEAD NORMAL DISTANCE_STAGE2_STAGE3_Fill2,HEAD NORMAL DISTANCE_STAGE1_STAGE3_Fill2,volume_time_multip_stage1_Dam,volume_time_multip_stage2_Dam,volume_time_multip_stage3_Dam,volume_time_multip_avg_Dam,volume_time_multip_stage1_Fill1,volume_time_multip_stage2_Fill1,volume_time_multip_stage3_Fill1,volume_time_multip_avg_Fill1,stage1_line13_distance_speed_Dam,stage1_line24_distance_speed_Dam,stage2_line13_distance_speed_Dam,stage2_line24_distance_speed_Dam,stage3_line13_distance_speed_Dam,stage3_line24_distance_speed_Dam,average_thickness_Dam,1st_pressure_time_AutoClave,2nd_pressure_time_AutoClave,3rd_pressure_time_AutoClave,avg_pressure_time_AutoClave,time_ratio_Dam,time_ratio_Fill1,time_ratio_Fill2,time_ratio_AutoClave
AJX75334505,100,16,124.0,130.85,300.0,5800,5300,5800,0.0,54,10.6,128.0,48,114.612,Normal,1,4F1XA938,1,7.0,127,790.607993888248,"240,33","1020,33","1020,33",389.1,175.09499999841518,0.8999999999918539,681.4000660405017,125.09499997984366,0.36717049561427006,377.5000132450329,302.0000165562909,679.5,15.496,4.872,14.994,11.787333333333335,153.162,12.312,150.822,105.43200000000002,diff,5800,5300,5300,5800,5800,0.0,74.88,0.493,59.88,45.084333333333326,0.118,0.113,0.04,0.729
AJX75334505,70,10,130.85,130.85,300.0,4000,9000,4000,1.0,54,10.6,145.0,50,85.0,Normal,1,3KPM0016,1,7.0,185,790.607993888248,"240,33","1020,33","1020,33",389.49999999999994,0.0,0.0,681.4000660405017,56.98499999337364,0.16725856903567285,377.5000132450329,302.0000165562909,679.5,31.737000000000002,1.6660000000000001,31.737000000000002,21.713333333333335,173.07,12.312,173.07,119.484,4000,4000,9000,9000,4000,4000,0.0,74.951,37.631,60.258,57.61333333333334,0.104,0.091,0.031,0.774
AJX75334505,85,16,124.0,130.85,300.0,5800,5300,5800,0.0,48,10.6,128.0,50,114.612,Normal,1,4C1XG294,1,11.0,12,720.3061848963953,"240,33","1020,33","1020,33",389.30000000000007,21820.265000000036,112.10000000000016,681.8001173364521,264.9399999998688,0.7771779243303568,194.8,194.2,389.0,23.667,7.905,23.667,18.413,173.07,11.62,173.07,119.25333333333333,5800,5800,5300,5300,5800,5800,0.011000000000000001,74.951,0.49,60.621,45.35399999999999,0.149,0.113,0.039,0.7
AJX75334505,85,16,124.0,130.85,300.0,5800,5300,5800,0.0,49,10.6,128.0,45,114.612,Normal,17,4C1XH941,1,3.0,177,790.607993888248,"240,33","1020,33","1020,33",389.10020560261853,114.55499999948641,0.588820043526163,301.7004143185753,125.09499997984366,0.8292663453073801,377.5000132450329,302.0000165562909,679.5,24.287,7.728000000000001,23.667,18.560666666666666,15.2,205.212,208.08800000000002,142.83333333333334,diff,5800,5300,5300,5800,5800,-0.010666666666666666,72.0,0.0,59.76,43.919999999999995,0.142,0.11,0.041,0.707
AJX75334505,100,16,124.0,130.85,300.0,5800,5300,5800,0.0,48,10.6,128.0,48,114.612,Normal,1,4F1X8043,1,3.0,187,790.607993888248,"240,33","1020,33","1020,33",389.1,175.09499999841518,0.8999999999918539,681.4000660405017,125.09499997984366,0.36717049561427006,377.5000132450329,302.0000165562909,679.5,15.496,4.872,14.994,11.787333333333335,170.58200000000002,11.62,170.58200000000002,117.59466666666668,diff,5800,5300,5300,5800,5800,-0.05266666666666667,73.44,0.491,59.519999999999996,44.483666666666664,0.139,0.113,0.039,0.709
AJX75334505,100,16,124.0,130.85,300.0,5800,5300,5800,0.0,54,10.6,128.0,53,114.612,Normal,1,4F1XB043,1,5.0,391,790.607993888248,"240,33","1020,33","1020,33",389.1,175.09499999841518,0.8999999999918539,681.4000660405017,125.09499997984366,0.36717049561427006,377.5000132450329,302.0000165562909,679.5,15.496,4.872,14.994,11.787333333333335,173.07,12.312,170.58200000000002,118.65466666666669,diff,5800,5300,5300,5800,5800,0.0,74.16,0.49,59.88,44.843333333333334,0.14,0.113,0.038,0.71
AJX75334505,85,16,124.0,130.85,300.0,5800,5300,5800,0.0,54,10.6,128.0,45,114.612,Normal,17,4C1XH944,1,4.0,200,790.607993888248,"240,33","1020,33","1020,33",389.10020560261853,114.55499999948641,0.588820043526163,301.7004143185753,125.09499997984366,0.8292663453073801,377.5000132450329,302.0000165562909,679.5,24.287,7.728000000000001,23.667,18.560666666666666,15.2,205.212,205.212,141.87466666666666,diff,5800,5300,5300,5800,5800,-0.010666666666666666,71.75999999999999,0.0,71.64,47.79999999999999,0.141,0.113,0.042,0.704
AJX75334505,85,16,124.0,130.85,300.0,5800,5300,5800,0.0,56,10.6,128.0,45,114.612,Normal,1,4E1X9995,1,13.0,247,720.3061848963953,"240,33","1020,33","1020,33",389.59999999999997,21837.080000000024,112.10000000000014,682.0000293255125,200.7600000025136,0.5887389776245674,194.8,194.2,389.0,24.287,8.084,23.667,18.679333333333332,205.212,14.43,205.212,141.618,diff,5800,5300,5300,5800,5800,-0.010666666666666666,72.24,0.491,60.0,44.24366666666666,0.148,0.118,0.041,0.692
AJX75334505,100,16,124.0,130.85,300.0,5800,5300,5800,0.0,54,10.6,128.0,48,114.612,Normal,1,4F1X8043,1,13.0,122,720.3061848963953,"240,33","1020,33","1020,33",389.6000513346989,21884.730000000007,112.34459505344984,682.000359237442,208.21000000441535,0.6105861886560267,195.0,192.99999999999994,387.99999999999994,15.496,5.159999999999999,14.994,11.883333333333333,173.07,12.312,173.07,119.484,diff,5800,5300,5300,5800,5800,-0.05266666666666667,73.67999999999999,0.49,59.88,44.68333333333333,0.147,0.113,0.042,0.697
AJX75334505,100,16,124.0,130.85,300.0,5800,5300,5800,0.0,49,10.6,128.0,48,114.612,Normal,1,4E1XB350,1,7.0,170,790.607993888248,"240,33","1020,33","1020,33",389.1,175.09499999841518,0.8999999999918539,681.4000660405017,125.09499997984366,0.36717049561427006,377.5000132450329,302.0000165562909,679.5,15.496,4.872,14.994,11.787333333333335,170.58200000000002,12.312,170.58200000000002,117.82533333333335,diff,5800,5300,5300,5800,5800,-0.05266666666666667,72.96,0.49,59.64,44.36333333333332,0.147,0.112,0.04,0.702
