model_suffix,CURE SPEED Collect Result_Dam,DISCHARGED SPEED OF RESIN Collect Result_Dam,Head Clean Position Z Collect Result_Dam,Head Purge Position Z Collect Result_Dam,Head Zero Position Y Collect Result_Dam,Stage1_Circle_Distance_Speed_Dam,Stage2_Circle_Distance_Speed_Dam,Stage3_Circle_Distance_Speed_Dam,WorkMode Collect Result,Chamber Temp. Collect Result_AutoClave,DISCHARGED SPEED OF RESIN Collect Result_Fill1,Head Purge Position Z Collect Result_Fill1,CURE SPEED Collect Result_Fill2,Head Purge Position Z Collect Result_Fill2,target,Receip_No,cleaned_workorder,Equipment_same_num,PalletID_Collect_Result,Production_Qty_Collect_Result,CURE_DISTANCE_Dam,cure_end_position_XZ_Fill2,cure_start_position_XZ_Fill2,cure_standby_position_XZ_Fill2,HEAD NORMAL DISTANCE_STAGE1_STAGE3_Dam,HEAD NORMAL DISTANCE_TRIANGLE_area_Dam,HEAD NORMAL DISTANCE_TRIANGLE_height_Dam,HEAD NORMAL DISTANCE_STAGE1_STAGE3_Fill1,HEAD NORMAL DISTANCE_TRIANGLE_area_Fill1,HEAD NORMAL DISTANCE_TRIANGLE_height_Fill1,HEAD NORMAL DISTANCE_STAGE1_STAGE2_Fill2,HEAD NORMAL DISTANCE_STAGE2_STAGE3_Fill2,HEAD NORMAL DISTANCE_STAGE1_STAGE3_Fill2,volume_time_multip_stage1_Dam,volume_time_multip_stage2_Dam,volume_time_multip_stage3_Dam,volume_time_multip_avg_Dam,volume_time_multip_stage1_Fill1,volume_time_multip_stage2_Fill1,volume_time_multip_stage3_Fill1,volume_time_multip_avg_Fill1,stage1_line13_distance_speed_Dam,stage1_line24_distance_speed_Dam,stage2_line13_distance_speed_Dam,stage2_line24_distance_speed_Dam,stage3_line13_distance_speed_Dam,stage3_line24_distance_speed_Dam,average_thickness_Dam,1st_pressure_time_AutoClave,2nd_pressure_time_AutoClave,3rd_pressure_time_AutoClave,avg_pressure_time_AutoClave,time_ratio_Dam,time_ratio_Fill1,time_ratio_Fill2,time_ratio_AutoClave
AJX75334507,85,16,124.0,130.85,300.0,5800,5300,5800,0.0,54,10.6,128.0,50,114.612,Normal,1,3MPXX030,1,8.0,71,790.607993888248,"240,22","1020,22","1020,22",389.1002056026185,114.61500000123284,0.5891284473814297,681.4000660405017,159.16499997076662,0.46717048589574406,377.5000132450329,302.0000165562909,679.5,23.667,7.728000000000001,23.667,18.354000000000003,170.58200000000002,11.62,170.58200000000002,117.59466666666668,5800,5800,5300,5300,5800,5800,-0.010666666666666666,72.059,0.492,60.5,44.35033333333333,0.148,0.111,0.038,0.703
AJX75334507,85,16,124.0,130.85,300.0,5800,5300,5800,0.0,53,10.6,128.0,50,114.612,Normal,1,3MPXX030,1,6.0,61,790.607993888248,"240,22","1020,22","1020,22",389.1002056026185,114.61500000123284,0.5891284473814297,681.4000660405017,159.16499997076662,0.46717048589574406,377.5000132450329,302.0000165562909,679.5,23.667,7.728000000000001,23.667,18.354000000000003,170.58200000000002,12.312,173.07,118.65466666666669,5800,5800,5300,5300,5800,5800,-0.010666666666666666,74.71,0.492,60.5,45.234,0.148,0.111,0.038,0.703
AJX75334507,70,16,130.85,130.85,300.0,6500,6500,6500,0.0,53,10.6,128.0,50,85.0,Normal,1,3LPM0082,1,8.0,95,790.607993888248,"240,33","1020,33","1020,33",389.40000000000003,97.34999999933613,0.4999999999965903,681.4000660405017,159.20999998735306,0.4673025669413123,377.5000132450329,302.0000165562909,679.5,12.144,2.9250000000000003,12.144,9.071,158.025,12.987,158.025,109.67900000000002,6500,6500,6500,6500,6500,6500,0.0,72.059,0.492,60.016,44.189,0.11,0.106,0.041,0.743
AJX75334507,70,16,130.85,130.85,300.0,6500,6500,6500,0.0,53,10.6,128.0,50,85.0,Normal,1,3LPM0082,1,15.0,137,720.3061848963953,"240,33","1020,33","1020,33",389.3,21820.265000000043,112.10000000000022,680.9001174915452,264.4300000041246,0.7767071651515998,194.8,194.2,389.0,12.144,3.0820000000000003,12.144,9.123333333333333,158.025,13.717999999999998,155.64800000000002,109.13033333333334,6500,6500,6500,6500,6500,6500,0.0,73.264,0.492,60.5,44.752,0.115,0.114,0.04,0.732
AJX75334507,70,10,130.85,130.85,300.0,4000,4000,4000,0.0,50,10.6,145.0,50,85.0,Normal,1,3JPXX060,1,6.0,227,790.607993888248,"240,33","1020,33","1020,33",389.49999999999994,97.37499999918606,0.4999999999958207,681.4000660405017,159.2250000081258,0.46734659400124456,377.5000132450329,302.0000165562909,679.5,31.737000000000002,7.665,31.737000000000002,23.713000000000005,175.712,12.312,173.07,120.36466666666666,4000,4000,4000,4000,4000,4000,0.0,74.951,37.752,60.258,57.65366666666667,0.111,0.107,0.031,0.75
AJX75334507,70,16,130.85,130.85,300.0,6500,6500,6500,0.0,48,10.6,128.0,50,85.0,Normal,1,3LPM0082,1,5.0,17,790.607993888248,"240,33","1020,33","1020,33",389.40000000000003,97.34999999933613,0.4999999999965903,681.4000660405017,159.20999998735306,0.4673025669413123,377.5000132450329,302.0000165562909,679.5,12.144,2.9250000000000003,12.144,9.071,155.64800000000002,12.987,158.025,108.88666666666667,6500,6500,6500,6500,6500,6500,0.0,72.541,0.492,60.621,44.55133333333333,0.109,0.11,0.04,0.741
AJX75334507,100,16,124.0,130.85,300.0,5800,5300,5800,0.0,51,10.6,128.0,50,85.0,Normal,1,4BPM0001,1,5.0,129,790.607993888248,"240,33","1020,33","1020,33",389.10020560261853,114.61499999870317,0.589128447368427,681.4000660405017,159.20999998735306,0.4673025669413123,377.5000132450329,302.0000165562909,679.5,14.994,4.872,14.994,11.62,170.58200000000002,11.62,170.58200000000002,117.59466666666668,5800,5800,5300,5300,5800,5800,0.0,71.818,0.49,60.5,44.26933333333333,0.146,0.111,0.039,0.704
AJX75334507,100,16,124.0,130.85,300.0,5800,5300,5800,0.0,53,10.6,128.0,50,85.0,Normal,1,4BPM0001,1,3.0,177,790.607993888248,"240,33","1020,33","1020,33",389.10020560261853,114.61499999870317,0.589128447368427,681.4000660405017,159.20999998735306,0.4673025669413123,377.5000132450329,302.0000165562909,679.5,14.994,4.872,14.994,11.62,170.58200000000002,12.312,170.58200000000002,117.82533333333335,5800,5800,5300,5300,5800,5800,0.0,72.541,0.49,60.379,44.47,0.139,0.104,0.04,0.717
AJX75334507,70,10,130.85,130.85,300.0,4000,4000,4000,0.0,50,10.6,145.0,50,85.0,Normal,1,3JPXX060,1,14.0,205,720.3061848963953,"240,33","1020,33","1020,33",389.6,214.28000000011698,1.1000000000006005,680.7001175260659,264.5699999950904,0.7773467146050824,194.8,194.2,389.0,31.737000000000002,7.843999999999999,31.737000000000002,23.77266666666667,173.07,12.312,173.07,119.484,4000,4000,4000,4000,4000,4000,0.0,74.951,37.752,60.5,57.73433333333333,0.092,0.272,0.025,0.611
AJX75334507,70,16,130.85,130.85,300.0,6500,5500,6500,0.0,53,10.6,128.0,50,85.0,Normal,1,3LPM0084,1,1.0,144,790.607993888248,"240,33","1020,33","1020,33",389.09999999999997,97.27499999905812,0.49999999999515876,681.4000660405017,159.1350000026502,0.4670824319914034,377.5000132450329,302.0000165562909,679.5,12.144,4.5360000000000005,12.144,9.607999999999999,158.025,12.312,158.025,109.45400000000001,6500,6500,5500,5500,6500,6500,0.0,74.16,0.492,59.76,44.804,0.112,0.112,0.04,0.736
