model_suffix,CURE SPEED Collect Result_Dam,DISCHARGED SPEED OF RESIN Collect Result_Dam,Head Clean Position Z Collect Result_Dam,Head Purge Position Z Collect Result_Dam,Head Zero Position Y Collect Result_Dam,Stage1_Circle_Distance_Speed_Dam,Stage2_Circle_Distance_Speed_Dam,Stage3_Circle_Distance_Speed_Dam,WorkMode Collect Result,Chamber Temp. Collect Result_AutoClave,DISCHARGED SPEED OF RESIN Collect Result_Fill1,Head Purge Position Z Collect Result_Fill1,CURE SPEED Collect Result_Fill2,Head Purge Position Z Collect Result_Fill2,target,Receip_No,cleaned_workorder,Equipment_same_num,PalletID_Collect_Result,Production_Qty_Collect_Result,CURE_DISTANCE_Dam,cure_end_position_XZ_Fill2,cure_start_position_XZ_Fill2,cure_standby_position_XZ_Fill2,HEAD NORMAL DISTANCE_STAGE1_STAGE3_Dam,HEAD NORMAL DISTANCE_TRIANGLE_area_Dam,HEAD NORMAL DISTANCE_TRIANGLE_height_Dam,HEAD NORMAL DISTANCE_STAGE1_STAGE3_Fill1,HEAD NORMAL DISTANCE_TRIANGLE_area_Fill1,HEAD NORMAL DISTANCE_TRIANGLE_height_Fill1,HEAD NORMAL DISTANCE_STAGE1_STAGE2_Fill2,HEAD NORMAL DISTANCE_STAGE2_STAGE3_Fill2,HEAD NORMAL DISTANCE_STAGE1_STAGE3_Fill2,volume_time_multip_stage1_Dam,volume_time_multip_stage2_Dam,volume_time_multip_stage3_Dam,volume_time_multip_avg_Dam,volume_time_multip_stage1_Fill1,volume_time_multip_stage2_Fill1,volume_time_multip_stage3_Fill1,volume_time_multip_avg_Fill1,stage1_line13_distance_speed_Dam,stage1_line24_distance_speed_Dam,stage2_line13_distance_speed_Dam,stage2_line24_distance_speed_Dam,stage3_line13_distance_speed_Dam,stage3_line24_distance_speed_Dam,average_thickness_Dam,1st_pressure_time_AutoClave,2nd_pressure_time_AutoClave,3rd_pressure_time_AutoClave,avg_pressure_time_AutoClave,time_ratio_Dam,time_ratio_Fill1,time_ratio_Fill2,time_ratio_AutoClave
AJX75334501,70,10,130.85,130.85,300.0,5000,9000,5000,1.0,55,10.6,145.0,50,85.0,AbNormal,1,3J1XF461,1,13.0,279,720.3061848963953,"240,33","1020,33","1020,33",388.9,116.67000000049923,0.6000000000025675,680.7001175260659,162.4650000006089,0.4773467664177028,194.8,194.2,389.0,20.23,1.6660000000000001,20.23,14.042000000000002,170.58200000000002,12.312,173.07,118.65466666666669,5000,5000,9000,9000,5000,5000,0.0,75.674,38.236,60.016,57.97533333333333,0.094,0.094,0.031,0.781
AJX75334501,70,16,130.85,130.85,300.0,6500,6500,6500,0.0,51,10.6,128.0,50,85.0,AbNormal,1,3M1XH386,1,4.0,179,790.607993888248,"240,33","1020,33","1020,33",389.09999999999997,97.27499999905812,0.49999999999515876,681.4000660405017,159.20999998735306,0.4673025669413123,377.5000132450329,302.0000165562909,679.5,12.144,3.9000000000000004,12.144,9.396,158.025,12.312,158.025,109.45400000000001,6500,6500,5500,6500,6500,6500,0.0,72.3,0.492,60.258,44.35,0.111,0.111,0.04,0.739
AJX75334501,70,10,130.85,130.85,300.0,4000,4000,4000,0.0,53,10.6,145.0,50,85.0,AbNormal,1,3K1XB239,1,6.0,94,790.607993888248,"240,33","1020,33","1020,33",389.49999999999994,97.37499999918606,0.4999999999958207,681.4000660405017,159.2250000081258,0.46734659400124456,377.5000132450329,302.0000165562909,679.5,31.737000000000002,7.843999999999999,31.737000000000002,23.77266666666667,175.712,12.987,173.07,120.58966666666667,4000,4000,4000,4000,4000,4000,0.0,73.505,37.025999999999996,60.137,56.88933333333333,0.111,0.111,0.03,0.748
AJX75334501,70,10,133.5,133.5,303.5,9000,12000,9000,1.0,54,10.9,85.0,50,85.0,AbNormal,1,3G1XA484,1,5.0,223,790.607993888248,"240,32","1020,32","1020,32",388.5,97.12500000110481,0.5000000000056876,680.4000661375629,45.37499997026365,0.1333774119918729,377.5000132450329,302.0000165562909,679.5,6.432,1.053,6.499,4.661333333333333,167.979,23.75,167.979,119.90266666666668,9000,9000,12000,12000,9000,9000,0.0,91.2,18.3,75.0,61.5,0.13,0.128,0.026,0.716
AJX75334501,70,10,133.5,133.5,303.5,9000,9000,9000,1.0,53,10.9,85.0,50,85.0,AbNormal,1,3G1X8297,1,6.0,317,790.607993888248,"240,32","1020,32","1020,32",388.5,97.12500000110481,0.5000000000056876,680.4000661375629,45.37499997026365,0.1333774119918729,377.5000132450329,302.0000165562909,679.5,6.499,1.6660000000000001,6.499,4.887999999999999,173.07,22.785000000000004,170.58200000000002,122.14566666666667,9000,9000,9000,9000,9000,9000,0.0,72.0,59.88,59.88,63.919999999999995,0.131,0.126,0.028,0.715
AJX75334501,70,10,133.5,133.5,303.5,9000,9000,9000,1.0,49,10.6,85.0,50,85.0,AbNormal,1,3G1XC496,1,6.0,10,790.607993888248,"240,32","1020,33","1020,33",388.5,97.12500000110481,0.5000000000056876,680.4000661375629,45.299999948188194,0.13315695339462083,377.5000132450329,302.0000165562909,679.5,6.499,1.6660000000000001,6.499,4.887999999999999,173.07,23.75,170.58200000000002,122.46733333333334,9000,9000,9000,9000,9000,9000,0.0,75.6,60.24,60.24,65.36,0.136,0.134,0.028,0.702
AJX75334501,70,10,133.5,133.5,303.5,9000,9000,9000,1.0,54,10.9,85.0,50,85.0,AbNormal,1,3G1X8298,1,5.0,250,790.607993888248,"240,32","1020,32","1020,32",388.5,97.12500000110481,0.5000000000056876,680.4000661375629,45.37499997026365,0.1333774119918729,377.5000132450329,302.0000165562909,679.5,6.432,1.6660000000000001,6.499,4.865666666666667,170.58200000000002,23.75,170.58200000000002,121.63800000000002,9000,9000,9000,9000,9000,9000,0.0,74.64,60.12,60.0,64.92,0.136,0.134,0.028,0.702
AJX75334501,70,16,130.85,130.85,300.0,6500,6500,6500,0.0,53,10.6,128.0,50,85.0,AbNormal,1,3M1XH425,1,9.0,420,720.3061848963953,"240,33","1020,33","1020,33",389.3,21820.26500000003,112.10000000000014,681.1001174570446,264.5299999988349,0.7767727334609312,194.8,194.2,389.0,12.144,3.0820000000000003,12.144,9.123333333333333,158.025,12.312,158.025,109.45400000000001,6500,6500,6500,6500,6500,6500,0.0,72.059,0.49,60.258,44.269,0.115,0.114,0.04,0.731
AJX75334501,70,10,133.5,133.5,300.0,9000,9000,9000,1.0,45,10.6,85.0,50,85.0,AbNormal,1,3H1XC245,1,8.0,0,790.607993888248,"240,32","1020,33","1020,33",389.0,97.25000000014494,0.5000000000007452,681.4000660405017,45.33000000321272,0.1330495908713879,377.5000132450329,302.0000165562909,679.5,6.499,1.6660000000000001,6.499,4.887999999999999,173.07,12.987,173.07,119.70899999999999,9000,9000,9000,9000,9000,9000,0.0,73.264,36.72,60.0,56.661333333333324,0.125,0.125,0.029,0.721
AJX75334501,70,10,124.5,124.5,303.5,9000,12000,9000,1.0,50,10.9,85.0,51,85.0,AbNormal,1,3F1X9644,1,3.0,92,790.607993888248,"240,32","1020,32","1020,32",388.5,97.12500000110481,0.5000000000056876,680.4000661375629,45.37499997026365,0.1333774119918729,377.5000132450329,302.0000165562909,679.5,6.499,1.053,6.499,4.683666666666666,167.979,22.785000000000004,167.979,119.58100000000002,9000,9000,12000,12000,9000,9000,0.0,90.6,18.12,75.0,61.24,0.129,0.128,0.026,0.717
AJX75334501,70,16,130.85,130.85,300.0,6500,6500,6500,0.0,53,10.6,128.0,50,85.0,AbNormal,1,3M1XG770,1,16.0,467,720.3061848963953,"240,33","1020,33","1020,33",389.3,21820.26500000003,112.10000000000014,681.1001174570446,264.5299999988349,0.7767727334609312,194.8,194.2,389.0,12.144,3.0820000000000003,12.144,9.123333333333333,158.025,13.717999999999998,158.025,109.92266666666667,6500,6500,6500,6500,6500,6500,0.0,75.674,0.49,60.379,45.51433333333333,0.119,0.115,0.04,0.726
AJX75334501,70,10,130.85,130.85,300.0,4000,4000,4000,0.0,51,10.6,145.0,50,85.0,AbNormal,1,3L1X9934,1,4.0,37,790.607993888248,"240,33","1020,33","1020,33",389.19999999999993,97.30000000135722,0.5000000000069745,681.4000660405017,159.2250000081258,0.46734659400124456,377.5000132450329,302.0000165562909,679.5,31.737000000000002,7.665,31.737000000000002,23.713000000000005,173.07,15.2,175.712,121.32733333333333,4000,4000,4000,4000,4000,4000,0.0,76.08,28.62,59.76,54.82,0.117,0.11,0.033,0.74
AJX75334501,70,10,133.5,133.5,303.5,9000,9000,9000,1.0,49,10.9,85.0,50,85.0,AbNormal,1,3G1XB948,1,5.0,257,790.607993888248,"240,32","1020,32","1020,32",388.5,97.12500000110481,0.5000000000056876,680.4000661375629,45.37499997026365,0.1333774119918729,377.5000132450329,302.0000165562909,679.5,6.432,1.6660000000000001,6.499,4.865666666666667,170.58200000000002,22.785000000000004,173.07,122.14566666666667,9000,9000,9000,9000,9000,9000,0.0,75.36,60.12,60.12,65.2,0.136,0.134,0.028,0.702
AJX75334501,70,10,130.85,130.85,300.0,5000,9000,5000,1.0,51,10.6,145.0,50,85.0,AbNormal,1,3J1XE079,1,7.0,91,790.607993888248,"240,33","1020,33","1020,33",389.49999999999994,0.0,0.0,681.4000660405017,56.98499999337364,0.16725856903567285,377.5000132450329,302.0000165562909,679.5,20.23,1.6660000000000001,20.349,14.081666666666669,173.07,12.312,173.07,119.484,5000,5000,9000,9000,5000,5000,0.0,74.71,37.51,60.379,57.532999999999994,0.092,0.089,0.031,0.787
