model_suffix,CURE SPEED Collect Result_Dam,DISCHARGED SPEED OF RESIN Collect Result_Dam,Head Clean Position Z Collect Result_Dam,Head Purge Position Z Collect Result_Dam,Head Zero Position Y Collect Result_Dam,Stage1_Circle_Distance_Speed_Dam,Stage2_Circle_Distance_Speed_Dam,Stage3_Circle_Distance_Speed_Dam,WorkMode Collect Result,Chamber Temp. Collect Result_AutoClave,DISCHARGED SPEED OF RESIN Collect Result_Fill1,Head Purge Position Z Collect Result_Fill1,CURE SPEED Collect Result_Fill2,Head Purge Position Z Collect Result_Fill2,target,Receip_No,cleaned_workorder,Equipment_same_num,PalletID_Collect_Result,Production_Qty_Collect_Result,CURE_DISTANCE_Dam,cure_end_position_XZ_Fill2,cure_start_position_XZ_Fill2,cure_standby_position_XZ_Fill2,HEAD NORMAL DISTANCE_STAGE1_STAGE3_Dam,HEAD NORMAL DISTANCE_TRIANGLE_area_Dam,HEAD NORMAL DISTANCE_TRIANGLE_height_Dam,HEAD NORMAL DISTANCE_STAGE1_STAGE3_Fill1,HEAD NORMAL DISTANCE_TRIANGLE_area_Fill1,HEAD NORMAL DISTANCE_TRIANGLE_height_Fill1,HEAD NORMAL DISTANCE_STAGE1_STAGE2_Fill2,HEAD NORMAL DISTANCE_STAGE2_STAGE3_Fill2,HEAD NORMAL DISTANCE_STAGE1_STAGE3_Fill2,volume_time_multip_stage1_Dam,volume_time_multip_stage2_Dam,volume_time_multip_stage3_Dam,volume_time_multip_avg_Dam,volume_time_multip_stage1_Fill1,volume_time_multip_stage2_Fill1,volume_time_multip_stage3_Fill1,volume_time_multip_avg_Fill1,stage1_line13_distance_speed_Dam,stage1_line24_distance_speed_Dam,stage2_line13_distance_speed_Dam,stage2_line24_distance_speed_Dam,stage3_line13_distance_speed_Dam,stage3_line24_distance_speed_Dam,average_thickness_Dam,1st_pressure_time_AutoClave,2nd_pressure_time_AutoClave,3rd_pressure_time_AutoClave,avg_pressure_time_AutoClave,time_ratio_Dam,time_ratio_Fill1,time_ratio_Fill2,time_ratio_AutoClave
AJX75334507,100,16,124.0,130.85,300.0,5800,5300,5800,0.0,53,10.6,128.0,50,85.0,AbNormal,1,4BPM0210,1,3.0,190,790.607993888248,"240,33","1020,33","1020,33",389.10020560261853,114.61499999870317,0.589128447368427,681.4000660405017,159.20999998735306,0.4673025669413123,377.5000132450329,302.0000165562909,679.5,14.994,5.015,14.994,11.667666666666667,170.58200000000002,12.312,170.58200000000002,117.82533333333335,5800,5800,5300,5300,5800,5800,0.0,74.228,0.49,60.379,45.03233333333333,0.14,0.104,0.039,0.717
AJX75334507,85,16,124.0,130.85,300.0,5800,5300,5800,0.0,52,10.6,128.0,45,114.612,AbNormal,1,4CPXX084,1,3.0,271,790.607993888248,"240,33","1020,33","1020,33",389.10020560261853,114.5549999994864,0.5888200435261629,681.4000660405017,125.09499997984366,0.36717049561427006,377.5000132450329,302.0000165562909,679.5,24.287,7.905,23.667,18.619666666666667,208.08800000000002,14.43,208.08800000000002,143.53533333333334,diff,5800,5300,5300,5800,5800,-0.025666666666666667,72.24,0.492,59.88,44.204,0.148,0.116,0.041,0.695
AJX75334507,85,16,124.0,130.85,300.0,5800,5300,5800,0.0,52,10.6,128.0,45,114.612,AbNormal,1,4CPXX084,1,7.0,267,790.607993888248,"240,33","1020,33","1020,33",389.10020560261853,114.5549999994864,0.5888200435261629,681.4000660405017,125.09499997984366,0.36717049561427006,377.5000132450329,302.0000165562909,679.5,24.287,7.728000000000001,23.667,18.560666666666666,205.212,14.43,208.08800000000002,142.57666666666668,diff,5800,5300,5300,5800,5800,-0.025666666666666667,72.24,0.492,59.88,44.204,0.148,0.116,0.04,0.695
AJX75334507,70,10,130.85,130.85,300.0,4000,4000,4000,0.0,50,10.6,145.0,50,85.0,AbNormal,1,3JPXX060,1,15.0,214,720.3061848963953,"240,33","1020,33","1020,33",389.6,214.28000000011698,1.1000000000006005,680.7001175260659,264.5699999950904,0.7773467146050824,194.8,194.2,389.0,31.737000000000002,7.843999999999999,31.737000000000002,23.77266666666667,173.07,12.312,175.712,120.36466666666666,4000,4000,4000,4000,4000,4000,0.0,72.059,36.421,60.379,56.286333333333324,0.113,0.112,0.031,0.744
AJX75334507,85,16,124.0,130.85,300.0,5800,5300,5800,0.0,52,10.6,128.0,45,114.612,AbNormal,1,4CPXX084,1,2.0,270,790.607993888248,"240,33","1020,33","1020,33",389.10020560261853,114.5549999994864,0.5888200435261629,681.4000660405017,125.09499997984366,0.36717049561427006,377.5000132450329,302.0000165562909,679.5,24.287,7.905,23.667,18.619666666666667,208.08800000000002,14.43,205.212,142.57666666666668,diff,5800,5300,5300,5800,5800,-0.025666666666666667,72.24,0.492,59.88,44.204,0.148,0.116,0.041,0.695
AJX75334507,70,16,130.85,130.85,300.0,6500,12000,6500,0.0,52,10.6,128.0,40,85.0,AbNormal,1,3MPXX030,0,diff,diff,720.3061848963953,"240,33","1020,33","1020,33",389.4,21825.870000000014,112.10000000000008,681.4000660405017,159.14999999140497,0.46712645895735877,377.5000132450329,302.0000165562909,679.5,12.144,1.12,12.144,8.469333333333333,155.64800000000002,13.717999999999998,155.64800000000002,108.33800000000001,6500,6500,12000,12000,6500,6500,0.0,76.156,0.315,60.621,45.69733333333334,0.258,0.094,0.039,0.609
AJX75334507,100,16,124.0,130.85,300.0,6000,5500,6000,0.0,53,10.6,128.0,50,85.0,AbNormal,1,4BPM0001,1,4.0,2,790.607993888248,"240,33","1020,33","1020,33",389.10020560261853,114.61499999870317,0.589128447368427,681.4000660405017,159.20999998735306,0.4673025669413123,377.5000132450329,302.0000165562909,679.5,14.058,4.5360000000000005,14.3,10.964666666666668,170.58200000000002,12.312,170.58200000000002,117.82533333333335,6000,6000,5500,5500,6000,6000,0.0,72.541,0.492,60.379,44.470666666666666,0.144,0.112,0.038,0.707
AJX75334507,85,16,124.0,130.85,300.0,5800,5300,5800,0.0,52,10.6,128.0,45,114.612,AbNormal,1,4CPXX084,1,8.0,268,790.607993888248,"240,33","1020,33","1020,33",389.10020560261853,114.5549999994864,0.5888200435261629,681.4000660405017,125.09499997984366,0.36717049561427006,377.5000132450329,302.0000165562909,679.5,24.287,7.728000000000001,23.667,18.560666666666666,205.212,14.43,208.08800000000002,142.57666666666668,diff,5800,5300,5300,5800,5800,-0.025666666666666667,72.24,0.492,59.88,44.204,0.148,0.116,0.04,0.696
AJX75334507,70,16,130.85,130.85,300.0,6500,12000,6500,0.0,55,10.6,128.0,40,85.0,AbNormal,1,3MPXX030,1,5.0,11,790.607993888248,"240,33","1020,33","1020,33",389.40000000000003,97.34999999933613,0.4999999999965903,681.4000660405017,159.14999999140497,0.46712645895735877,377.5000132450329,302.0000165562909,679.5,11.921,1.12,12.144,8.395000000000001,155.64800000000002,14.43,155.64800000000002,108.57533333333335,6500,6500,12000,12000,6500,6500,0.0,72.3,0.301,60.621,44.407333333333334,0.111,0.113,0.048,0.729
AJX75334507,85,16,124.0,130.85,300.0,5800,5300,5800,0.0,52,10.6,128.0,45,114.612,AbNormal,1,4CPXX084,1,5.0,265,790.607993888248,"240,33","1020,33","1020,33",389.10020560261853,114.5549999994864,0.5888200435261629,681.4000660405017,125.09499997984366,0.36717049561427006,377.5000132450329,302.0000165562909,679.5,24.287,7.728000000000001,23.667,18.560666666666666,208.08800000000002,14.43,208.08800000000002,143.53533333333334,diff,5800,5300,5300,5800,5800,-0.025666666666666667,72.24,0.492,59.88,44.204,0.148,0.116,0.041,0.695
